Original_Index,Head,Tail,True_Relation,Model_Raw_Output,Parsed_Prediction
1911,/m/0gq_v,/m/0kb57,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1912,/m/0146bp,/m/01336l,/medicine/disease/risk_factors,**Predicted Relation:** /medicine/disease/risk_factors,/medicine/disease/risk_factors
1913,/m/09cdxn,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
1914,/m/06szd3,/m/081nh,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1915,/m/0565cz,/m/06w7v,/music/artist/track_contributions./music/track_contribution/role,**Predicted Relation:** /music/instrument/instrumentalists,/music/instrument/instrumentalists
1916,/m/01hq1,/m/06s26c,/film/film/executive_produced_by,**Predicted Relation:** /film/film/executive_produced_by,/film/film/executive_produced_by
1917,/m/04bpm6,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /common/topic/webpage./common/webpage/category,/common/topic/webpage./common/webpage/category
1918,/m/09hd16,/m/02xcb6n,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
1919,/m/01skmp,/m/05b4l5x,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1920,/m/02x4wr9,/m/02s4l6,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1921,/m/031t2d,/m/09c7w0,/film/film/country,**Predicted Relation:** /film/film/country,/film/film/country
1922,/m/0c422z4,/m/0ds3t5x,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1923,/m/0146pg,/m/09nqf,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,**Predicted Relation:** /film/film/music,/film/film/music
1924,/m/04cmrt,/m/0688f,/people/person/languages,**Predicted Relation:** /people/person/languages,/people/person/languages
1925,/m/0fb0v,/m/01nz1q6,/music/record_label/artist,**Predicted Relation:** /people/person/spouse_s./people/marriage/spouse,/people/person/spouse_s./people/marriage/spouse
1926,/m/014zcr,/m/05zr6wv,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1927,/m/07kc_,/m/01v1d8,/music/performance_role/track_performances./music/track_contribution/role,**Predicted Relation:** /music/artist/track_contributions./music/track_contribution/role,/music/artist/track_contributions./music/track_contribution/role
1928,/m/01wqg8,/m/04sh3,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
1929,/m/02vkvcz,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/spouse,/people/person/spouse_s./people/marriage/spouse
1930,/m/06wrt,/m/07twz,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_games/participating_countries,/olympics/olympic_games/participating_countries
1931,/m/073q1,/m/02lx0,/location/location/contains,**Predicted Relation:** /base/locations/continents/countries_within,/base/locations/continents/countries_within
1932,/m/0dc7hc,/m/01vx2h,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/visual_effects_by,/film/film/visual_effects_by
1933,/m/01323p,/m/02f716,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1934,/m/0466p0j,/m/07n3s,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1935,/m/09v82c0,/m/03nnm4t,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1936,/m/06s1qy,/m/04dn09n,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1937,/m/021j72,/m/03rbj2,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1938,/m/0jzphpx,/m/0k7pf,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1939,/m/03m73lj,/m/0g55tzk,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/winners./award/award_honor/ceremony,/award/award_category/winners./award/award_honor/ceremony
1940,/m/0kc6x,/m/01x73,/organization/organization/headquarters./location/mailing_address/state_province_region,**Predicted Relation:** /organization/organization/headquarters./location/mailing_address/state_province_region,/organization/organization/headquarters./location/mailing_address/state_province_region
1941,/m/0_75d,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /common/topic/webpage./common/webpage/category,/common/topic/webpage./common/webpage/category
1942,/m/07024,/m/02w_6xj,/award/award_winning_work/awards_won./award/award_honor/award,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1943,/m/0gbfn9,/m/03_3d,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/language,/film/film/language
1944,/m/01nwwl,/m/04qw17,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
1945,/m/0c8qq,/m/0d0vqn,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/distributors./film/film_film_distributor_relationship/region,/film/film/distributors./film/film_film_distributor_relationship/region
1946,/m/0282x,/m/04jpl,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
1947,/m/019v9k,/m/0dplh,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/educational_institution/students_graduates,/education/educational_degree/people_with_this_degree./education/educational_institution/students_graduates
1948,/m/0d35y,/m/01t032,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,**Predicted Relation:** /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed
1949,/m/019z7q,/m/0d8qb,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1950,/m/0rh6k,/m/01_gx_,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,**Predicted Relation:** /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed
1951,/m/07m77x,/m/028k57,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
1952,/m/01vw26l,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1953,/m/0gvrws1,/m/07t21,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
1954,/m/05b1610,/m/03rtz1,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for
1955,/m/01nfys,/m/07yvsn,/film/actor/film./film/performance/film,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
1956,/m/04yt7,/m/0cbd2,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1957,/m/03d_zl4,/m/0gkvb7,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1958,/m/030tjk,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
1959,/m/0gq_d,/m/0fk0xk,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/winners./award/award_honor/ceremony,/award/award_category/winners./award/award_honor/ceremony
1960,/m/0n6kf,/m/03f47xl,/influence/influence_node/influenced_by,**Predicted Relation:** /influence/influence_node/influenced_by,/influence/influence_node/influenced_by
1961,/m/02c7lt,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1962,/m/0x3b7,/m/026m9w,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
1963,/m/0f6rc,/m/0p7qm,/film/film_subject/films,**Predicted Relation:** /film/film/country,/film/film/country
1964,/m/06z6r,/m/0jgx,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics
1965,/m/099bk,/m/03sbs,/influence/influence_node/influenced_by,**Predicted Relation:** /influence/influence_node/influenced_by,/influence/influence_node/influenced_by
1966,/m/01v9724,/m/081k8,/influence/influence_node/influenced_by,**Predicted Relation:** /influence/influence_node/influenced_by,/influence/influence_node/influenced_by
1967,/m/03f4n1,/m/0h5m7,/location/country/capital,**Predicted Relation:** /location/country/capital,/location/country/capital
1968,/m/01j5ql,/m/028v3,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
